取引先コード,得意先名,取引日付,取引区分,伝票番号,行,商品コード,商品名,数量,単価,金額
0003,川田システム株式会社,2005/08/11,10,835,1,0004,パン－－－－－－－－－－－－－－－－－－－０００４,2,2180,4360
0003,川田システム株式会社,2005/08/11,10,835,2,0021,パソコンサプライ－－－－－－－－－－－－－００２１,12,2200,26400
0012,株式会社木吉建設,2005/08/19,10,836,1,0037,米－－－－－－－－－－－－－－－－－－－－００３７,17,5850,99450
0012,株式会社木吉建設,2005/08/19,10,836,2,0090,消臭剤－－－－－－－－－－－－－－－－－－００９０,12,3650,43800
0012,株式会社木吉建設,2005/08/19,10,836,3,0045,米－－－－－－－－－－－－－－－－－－－－００４５,17,7260,123420
0001,村浦コーポレーション株式会社,2005/07/05,10,837,1,0093,アウトドア用品－－－－－－－－－－－－－－００９３,12,2960,35520
0001,村浦コーポレーション株式会社,2005/07/05,10,837,2,0003,発泡酒－－－－－－－－－－－－－－－－－－０００３,17,2330,39610
0001,村浦コーポレーション株式会社,2005/07/05,10,837,3,0078,魚－－－－－－－－－－－－－－－－－－－－００７８,17,9640,163880
0001,村浦コーポレーション株式会社,2005/07/05,10,837,4,0012,家具－－－－－－－－－－－－－－－－－－－００１２,7,2360,16520
0003,川田システム株式会社,2005/06/19,10,838,1,0082,発泡酒－－－－－－－－－－－－－－－－－－００８２,15,8130,121950
0003,川田システム株式会社,2005/06/19,10,838,2,0086,インスタントラーメン－－－－－－－－－－－００８６,3,10140,30420
0032,森内商店株式会社,2005/08/09,10,839,1,0083,電池－－－－－－－－－－－－－－－－－－－００８３,15,2350,35250
0032,森内商店株式会社,2005/08/09,10,839,2,0016,一般衣類－－－－－－－－－－－－－－－－－００１６,8,5310,42480
0032,森内商店株式会社,2005/08/09,10,839,3,0063,パソコン周辺機器－－－－－－－－－－－－－００６３,13,1420,18460
0012,株式会社木吉建設,2005/08/29,10,840,1,0064,米－－－－－－－－－－－－－－－－－－－－００６４,11,5200,57200
0015,㈱尾鈴商事,2005/08/02,10,841,1,0076,ゲームソフト－－－－－－－－－－－－－－－００７６,14,9800,137200
0015,㈱尾鈴商事,2005/08/02,10,841,2,0011,スポーツ用品－－－－－－－－－－－－－－－００１１,15,680,10200
0015,㈱尾鈴商事,2005/08/02,10,841,3,0059,一般家電－－－－－－－－－－－－－－－－－００５９,16,7920,126720
0050,原多建設株式会社,2005/06/30,10,842,1,0024,電池－－－－－－－－－－－－－－－－－－－００２４,19,8370,159030
0050,原多建設株式会社,2005/06/30,10,842,2,0099,ゲーム機－－－－－－－－－－－－－－－－－００９９,2,7590,15180
0050,原多建設株式会社,2005/06/30,10,842,3,0022,野菜－－－－－－－－－－－－－－－－－－－００２２,16,9670,154720
0010,㈱杉尾システム,2005/07/13,10,843,1,0066,風邪薬－－－－－－－－－－－－－－－－－－００６６,11,4950,54450
0010,㈱杉尾システム,2005/07/13,10,843,2,0001,スポーツ用品－－－－－－－－－－－－－－－０００１,6,8820,52920
0010,㈱杉尾システム,2005/07/13,10,843,3,0046,スポーツ用品－－－－－－－－－－－－－－－００４６,9,3880,34920
0010,㈱杉尾システム,2005/07/13,10,843,4,0052,酒－－－－－－－－－－－－－－－－－－－－００５２,3,3360,10080
0009,㈱高野建設,2005/06/13,10,844,1,0051,魚－－－－－－－－－－－－－－－－－－－－００５１,1,2250,2250
0009,㈱高野建設,2005/06/13,10,844,2,0044,パン－－－－－－－－－－－－－－－－－－－００４４,1,6500,6500
0025,山高商店株式会社,2005/08/11,10,845,1,0059,一般家電－－－－－－－－－－－－－－－－－００５９,8,7920,63360
0012,株式会社木吉建設,2005/08/09,10,846,1,0012,家具－－－－－－－－－－－－－－－－－－－００１２,14,2360,33040
0012,株式会社木吉建設,2005/08/09,10,846,2,0077,パソコン本体－－－－－－－－－－－－－－－００７７,17,8350,141950
0012,株式会社木吉建設,2005/08/09,10,846,3,0058,冷凍食品－－－－－－－－－－－－－－－－－００５８,15,9710,145650
0031,㈱松内建設,2005/08/02,10,847,1,0087,ドリンク－－－－－－－－－－－－－－－－－００８７,9,4030,36270
0031,㈱松内建設,2005/08/02,10,847,2,0076,ゲームソフト－－－－－－－－－－－－－－－００７６,15,9800,147000
0043,㈱高安商店,2005/08/24,10,848,1,0080,パソコンサプライ－－－－－－－－－－－－－００８０,1,7460,7460
0043,㈱高安商店,2005/08/24,10,848,2,0059,一般家電－－－－－－－－－－－－－－－－－００５９,19,7920,150480
0043,㈱高安商店,2005/08/24,10,848,3,0078,魚－－－－－－－－－－－－－－－－－－－－００７８,17,9640,163880
0031,㈱松内建設,2005/06/12,10,849,1,0033,貴金属－－－－－－－－－－－－－－－－－－００３３,4,8770,35080
0021,原安コーポレーション株式会社,2005/06/20,10,850,1,0007,一般衣類－－－－－－－－－－－－－－－－－０００７,3,4320,12960
0021,原安コーポレーション株式会社,2005/06/20,10,850,2,0095,一般家電－－－－－－－－－－－－－－－－－００９５,16,7850,125600
0021,原安コーポレーション株式会社,2005/06/20,10,850,3,0069,米－－－－－－－－－－－－－－－－－－－－００６９,9,5150,46350
0021,原安コーポレーション株式会社,2005/06/20,10,850,4,0071,ゲーム機－－－－－－－－－－－－－－－－－００７１,12,10050,120600
0042,㈱川鈴商店,2005/07/01,10,851,1,0062,家具－－－－－－－－－－－－－－－－－－－００６２,19,2850,54150
0042,㈱川鈴商店,2005/07/01,10,851,2,0081,パソコンサプライ－－－－－－－－－－－－－００８１,12,4440,53280
0042,㈱川鈴商店,2005/07/01,10,851,3,0043,家具－－－－－－－－－－－－－－－－－－－００４３,18,4200,75600
0042,㈱川鈴商店,2005/07/01,10,851,4,0012,家具－－－－－－－－－－－－－－－－－－－００１２,12,2360,28320
0020,㈱木山建設,2005/08/26,10,852,1,0022,野菜－－－－－－－－－－－－－－－－－－－００２２,8,9670,77360
0020,㈱木山建設,2005/08/26,10,852,2,0081,パソコンサプライ－－－－－－－－－－－－－００８１,9,4440,39960
0039,株式会社森本商店,2005/08/29,10,853,1,0080,パソコンサプライ－－－－－－－－－－－－－００８０,14,7460,104440
0039,株式会社森本商店,2005/08/29,10,853,2,0079,果物－－－－－－－－－－－－－－－－－－－００７９,11,3280,36080
0039,株式会社森本商店,2005/08/29,10,853,3,0088,魚－－－－－－－－－－－－－－－－－－－－００８８,1,6820,6820
0015,㈱尾鈴商事,2005/07/10,10,854,1,0040,パソコン本体－－－－－－－－－－－－－－－００４０,20,4730,94600
0037,株式会社浦安コーポレーション,2005/07/22,10,855,1,0005,消臭剤－－－－－－－－－－－－－－－－－－０００５,14,4230,59220
0037,株式会社浦安コーポレーション,2005/07/22,10,855,2,0057,スポーツ用品－－－－－－－－－－－－－－－００５７,11,4020,44220
0037,株式会社浦安コーポレーション,2005/07/22,10,855,3,0089,一般家電－－－－－－－－－－－－－－－－－００８９,12,5650,67800
0039,株式会社森本商店,2005/08/29,10,856,1,0016,一般衣類－－－－－－－－－－－－－－－－－００１６,9,5310,47790
0039,株式会社森本商店,2005/08/29,10,856,2,0061,米－－－－－－－－－－－－－－－－－－－－００６１,8,7120,56960
0039,株式会社森本商店,2005/08/29,10,856,3,0054,冷凍食品－－－－－－－－－－－－－－－－－００５４,8,9420,75360
0039,株式会社森本商店,2005/08/29,10,856,4,0058,冷凍食品－－－－－－－－－－－－－－－－－００５８,20,9710,194200
0041,野吉システム株式会社,2005/06/24,10,857,1,0080,パソコンサプライ－－－－－－－－－－－－－００８０,14,7460,104440
0031,㈱松内建設,2005/08/29,10,858,1,0009,果物－－－－－－－－－－－－－－－－－－－０００９,15,5300,79500
0031,㈱松内建設,2005/08/29,10,858,2,0043,家具－－－－－－－－－－－－－－－－－－－００４３,14,4200,58800
0031,㈱松内建設,2005/08/29,10,858,3,0027,魚－－－－－－－－－－－－－－－－－－－－００２７,5,9240,46200
0017,株式会社丸中システム,2005/09/01,10,859,1,0045,米－－－－－－－－－－－－－－－－－－－－００４５,8,7260,58080
0047,株式会社尾浦商事,2005/08/27,10,860,1,0061,米－－－－－－－－－－－－－－－－－－－－００６１,1,7120,7120
0047,株式会社尾浦商事,2005/08/27,10,860,2,0039,パン－－－－－－－－－－－－－－－－－－－００３９,5,7440,37200
0047,株式会社尾浦商事,2005/08/27,10,860,3,0073,パソコン本体－－－－－－－－－－－－－－－００７３,8,780,6240
0047,株式会社尾浦商事,2005/08/27,10,860,4,0034,清涼飲料水－－－－－－－－－－－－－－－－００３４,8,400,3200
0006,㈱山野商店,2005/07/09,10,861,1,0065,パン－－－－－－－－－－－－－－－－－－－００６５,3,2630,7890
0028,杉吉商店株式会社,2005/08/06,10,862,1,0002,果物－－－－－－－－－－－－－－－－－－－０００２,17,3040,51680
0011,本木コーポレーション株式会社,2005/08/02,10,863,1,0021,パソコンサプライ－－－－－－－－－－－－－００２１,13,2200,28600
0011,本木コーポレーション株式会社,2005/08/02,10,863,2,0023,化粧品－－－－－－－－－－－－－－－－－－００２３,18,7170,129060
0011,本木コーポレーション株式会社,2005/08/02,10,863,3,0062,家具－－－－－－－－－－－－－－－－－－－００６２,16,2850,45600
0047,株式会社尾浦商事,2005/08/24,10,864,1,0003,発泡酒－－－－－－－－－－－－－－－－－－０００３,19,2330,44270
0032,森内商店株式会社,2005/07/10,10,865,1,0027,魚－－－－－－－－－－－－－－－－－－－－００２７,7,9240,64680
0032,森内商店株式会社,2005/07/10,10,865,2,0012,家具－－－－－－－－－－－－－－－－－－－００１２,5,2360,11800
0032,森内商店株式会社,2005/07/10,10,865,3,0035,照明－－－－－－－－－－－－－－－－－－－００３５,12,2050,24600
0011,本木コーポレーション株式会社,2005/07/04,10,866,1,0081,パソコンサプライ－－－－－－－－－－－－－００８１,1,4440,4440
0011,本木コーポレーション株式会社,2005/07/04,10,866,2,0013,一般衣類－－－－－－－－－－－－－－－－－００１３,6,8420,50520
0011,本木コーポレーション株式会社,2005/07/04,10,866,3,0051,魚－－－－－－－－－－－－－－－－－－－－００５１,20,2250,45000
0009,㈱高野建設,2005/07/13,10,867,1,0031,パソコン周辺機器－－－－－－－－－－－－－００３１,12,5020,60240
0009,㈱高野建設,2005/07/13,10,867,2,0063,パソコン周辺機器－－－－－－－－－－－－－００６３,18,1420,25560
0009,㈱高野建設,2005/07/13,10,867,3,0006,一般家電－－－－－－－－－－－－－－－－－０００６,5,6030,30150
0048,岡原コーポレーション株式会社,2005/06/16,10,868,1,0086,インスタントラーメン－－－－－－－－－－－００８６,1,10140,10140
0041,野吉システム株式会社,2005/07/11,10,869,1,0098,パソコンサプライ－－－－－－－－－－－－－００９８,6,3970,23820
0041,野吉システム株式会社,2005/07/11,10,869,2,0024,電池－－－－－－－－－－－－－－－－－－－００２４,5,8370,41850
0022,㈱川浦商事,2005/06/18,10,870,1,0076,ゲームソフト－－－－－－－－－－－－－－－００７６,8,9800,78400
0022,㈱川浦商事,2005/06/18,10,870,2,0087,ドリンク－－－－－－－－－－－－－－－－－００８７,12,4030,48360
0022,㈱川浦商事,2005/06/18,10,870,3,0047,清涼飲料水－－－－－－－－－－－－－－－－００４７,9,8740,78660
0022,㈱川浦商事,2005/06/18,10,870,4,0036,一般家電－－－－－－－－－－－－－－－－－００３６,6,9150,54900
0050,原多建設株式会社,2005/06/03,10,871,1,0061,米－－－－－－－－－－－－－－－－－－－－００６１,4,7120,28480
0050,原多建設株式会社,2005/06/03,10,871,2,0035,照明－－－－－－－－－－－－－－－－－－－００３５,4,2050,8200
0050,原多建設株式会社,2005/08/21,10,872,1,0024,電池－－－－－－－－－－－－－－－－－－－００２４,10,8370,83700
0050,原多建設株式会社,2005/08/21,10,872,2,0047,清涼飲料水－－－－－－－－－－－－－－－－００４７,1,8740,8740
0050,原多建設株式会社,2005/08/21,10,872,3,0092,パン－－－－－－－－－－－－－－－－－－－００９２,15,8280,124200
0050,原多建設株式会社,2005/08/21,10,872,4,0020,風邪薬－－－－－－－－－－－－－－－－－－００２０,15,2300,34500
0019,㈱鈴木商事,2005/06/27,10,873,1,0076,ゲームソフト－－－－－－－－－－－－－－－００７６,5,9800,49000
0019,㈱鈴木商事,2005/06/27,10,873,2,0064,米－－－－－－－－－－－－－－－－－－－－００６４,8,5200,41600
0003,川田システム株式会社,2005/06/10,10,874,1,0061,米－－－－－－－－－－－－－－－－－－－－００６１,10,7120,71200
0003,川田システム株式会社,2005/06/10,10,874,2,0086,インスタントラーメン－－－－－－－－－－－００８６,18,10140,182520
0003,川田システム株式会社,2005/06/10,10,874,3,0096,冷凍食品－－－－－－－－－－－－－－－－－００９６,2,6250,12500
0003,川田システム株式会社,2005/06/10,10,874,4,0057,スポーツ用品－－－－－－－－－－－－－－－００５７,16,4020,64320
0014,㈱岡鈴商事,2005/07/15,10,875,1,0004,パン－－－－－－－－－－－－－－－－－－－０００４,12,2180,26160
0028,杉吉商店株式会社,2005/06/20,10,876,1,0089,一般家電－－－－－－－－－－－－－－－－－００８９,17,5650,96050
0028,杉吉商店株式会社,2005/06/23,10,877,1,0098,パソコンサプライ－－－－－－－－－－－－－００９８,3,3970,11910
0028,杉吉商店株式会社,2005/06/23,10,877,2,0021,パソコンサプライ－－－－－－－－－－－－－００２１,17,2200,37400
0028,杉吉商店株式会社,2005/06/23,10,877,3,0002,果物－－－－－－－－－－－－－－－－－－－０００２,6,3040,18240
0029,株式会社多村商事,2005/06/04,10,878,1,0019,発泡酒－－－－－－－－－－－－－－－－－－００１９,15,9210,138150
0029,株式会社多村商事,2005/06/04,10,878,2,0057,スポーツ用品－－－－－－－－－－－－－－－００５７,7,4020,28140
0046,本村商事株式会社,2005/06/29,10,879,1,0080,パソコンサプライ－－－－－－－－－－－－－００８０,1,7460,7460
0046,本村商事株式会社,2005/06/29,10,879,2,0043,家具－－－－－－－－－－－－－－－－－－－００４３,9,4200,37800
0046,本村商事株式会社,2005/06/29,10,879,3,0034,清涼飲料水－－－－－－－－－－－－－－－－００３４,17,400,6800
0028,杉吉商店株式会社,2005/08/29,10,880,1,0068,カー用品－－－－－－－－－－－－－－－－－００６８,12,6820,81840
0028,杉吉商店株式会社,2005/08/29,10,880,2,0015,風邪薬－－－－－－－－－－－－－－－－－－００１５,8,1820,14560
0028,杉吉商店株式会社,2005/08/29,10,880,3,0060,発泡酒－－－－－－－－－－－－－－－－－－００６０,8,2970,23760
0004,㈱中鈴商店,2005/06/16,10,881,1,0038,スポーツ用品－－－－－－－－－－－－－－－００３８,9,2450,22050
0004,㈱中鈴商店,2005/06/16,10,881,2,0086,インスタントラーメン－－－－－－－－－－－００８６,17,10140,172380
0004,㈱中鈴商店,2005/06/16,10,881,3,0014,ゲーム機－－－－－－－－－－－－－－－－－００１４,19,7100,134900
0001,村浦コーポレーション株式会社,2005/06/27,10,882,1,0039,パン－－－－－－－－－－－－－－－－－－－００３９,17,7440,126480
0001,村浦コーポレーション株式会社,2005/06/27,10,882,2,0093,アウトドア用品－－－－－－－－－－－－－－００９３,12,2960,35520
0001,村浦コーポレーション株式会社,2005/06/27,10,882,3,0093,アウトドア用品－－－－－－－－－－－－－－００９３,13,2960,38480
0014,㈱岡鈴商事,2005/07/19,10,883,1,0043,家具－－－－－－－－－－－－－－－－－－－００４３,15,4200,63000
0021,原安コーポレーション株式会社,2005/07/24,10,884,1,0041,電池－－－－－－－－－－－－－－－－－－－００４１,9,4430,39870
0021,原安コーポレーション株式会社,2005/07/24,10,884,2,0028,風邪薬－－－－－－－－－－－－－－－－－－００２８,12,1780,21360
0021,原安コーポレーション株式会社,2005/07/24,10,884,3,0032,パソコン本体－－－－－－－－－－－－－－－００３２,9,4660,41940
0021,原安コーポレーション株式会社,2005/07/24,10,884,4,0036,一般家電－－－－－－－－－－－－－－－－－００３６,10,9150,91500
0028,杉吉商店株式会社,2005/07/21,10,885,1,0018,消臭剤－－－－－－－－－－－－－－－－－－００１８,5,7030,35150
0028,杉吉商店株式会社,2005/07/21,10,885,2,0010,貴金属－－－－－－－－－－－－－－－－－－００１０,19,580,11020
0017,株式会社丸中システム,2005/07/24,10,886,1,0009,果物－－－－－－－－－－－－－－－－－－－０００９,18,5300,95400
0017,株式会社丸中システム,2005/07/24,10,886,2,0006,一般家電－－－－－－－－－－－－－－－－－０００６,1,6030,6030
0046,本村商事株式会社,2005/06/03,10,887,1,0094,果物－－－－－－－－－－－－－－－－－－－００９４,13,1330,17290
0046,本村商事株式会社,2005/06/03,10,887,2,0046,スポーツ用品－－－－－－－－－－－－－－－００４６,3,3880,11640
0046,本村商事株式会社,2005/06/03,10,887,3,0011,スポーツ用品－－－－－－－－－－－－－－－００１１,15,680,10200
0046,本村商事株式会社,2005/06/03,10,887,4,0086,インスタントラーメン－－－－－－－－－－－００８６,11,10140,111540
0016,株式会社本中システム,2005/07/16,10,888,1,0068,カー用品－－－－－－－－－－－－－－－－－００６８,17,6820,115940
0016,株式会社本中システム,2005/07/16,10,888,2,0075,化粧品－－－－－－－－－－－－－－－－－－００７５,11,5910,65010
0019,㈱鈴木商事,2005/07/31,10,889,1,0089,一般家電－－－－－－－－－－－－－－－－－００８９,13,5650,73450
0019,㈱鈴木商事,2005/07/31,10,889,2,0008,電池－－－－－－－－－－－－－－－－－－－０００８,3,610,1830
0046,本村商事株式会社,2005/07/16,10,890,1,0072,一般衣類－－－－－－－－－－－－－－－－－００７２,10,7050,70500
0046,本村商事株式会社,2005/07/16,10,890,2,0096,冷凍食品－－－－－－－－－－－－－－－－－００９６,9,6250,56250
0046,本村商事株式会社,2005/07/16,10,890,3,0059,一般家電－－－－－－－－－－－－－－－－－００５９,2,7920,15840
0005,尾吉商事株式会社,2005/08/03,10,891,1,0034,清涼飲料水－－－－－－－－－－－－－－－－００３４,4,400,1600
0005,尾吉商事株式会社,2005/08/03,10,891,2,0078,魚－－－－－－－－－－－－－－－－－－－－００７８,20,9640,192800
0005,尾吉商事株式会社,2005/08/03,10,891,3,0026,貴金属－－－－－－－－－－－－－－－－－－００２６,16,9760,156160
0005,尾吉商事株式会社,2005/08/03,10,891,4,0024,電池－－－－－－－－－－－－－－－－－－－００２４,6,8370,50220
0048,岡原コーポレーション株式会社,2005/07/15,10,892,1,0086,インスタントラーメン－－－－－－－－－－－００８６,14,10140,141960
0048,岡原コーポレーション株式会社,2005/07/15,10,892,2,0069,米－－－－－－－－－－－－－－－－－－－－００６９,11,5150,56650
0048,岡原コーポレーション株式会社,2005/07/15,10,892,3,0088,魚－－－－－－－－－－－－－－－－－－－－００８８,18,6820,122760
0012,株式会社木吉建設,2005/07/14,10,893,1,0045,米－－－－－－－－－－－－－－－－－－－－００４５,11,7260,79860
0015,㈱尾鈴商事,2005/08/30,10,894,1,0092,パン－－－－－－－－－－－－－－－－－－－００９２,19,8280,157320
0015,㈱尾鈴商事,2005/08/30,10,894,2,0014,ゲーム機－－－－－－－－－－－－－－－－－００１４,12,7100,85200
0019,㈱鈴木商事,2005/08/27,10,895,1,0096,冷凍食品－－－－－－－－－－－－－－－－－００９６,6,6250,37500
0036,㈱丸多商店,2005/08/10,10,896,1,0097,ゲーム機－－－－－－－－－－－－－－－－－００９７,9,8300,74700
0036,㈱丸多商店,2005/08/10,10,896,2,0023,化粧品－－－－－－－－－－－－－－－－－－００２３,20,7170,143400
0016,株式会社本中システム,2005/07/12,10,897,1,0033,貴金属－－－－－－－－－－－－－－－－－－００３３,11,8770,96470
0035,㈱本岡商事,2005/08/02,10,898,1,0087,ドリンク－－－－－－－－－－－－－－－－－００８７,15,4030,60450
0046,本村商事株式会社,2005/06/29,10,899,1,0094,果物－－－－－－－－－－－－－－－－－－－００９４,18,1330,23940
0011,本木コーポレーション株式会社,2005/08/12,10,900,1,0020,風邪薬－－－－－－－－－－－－－－－－－－００２０,15,2300,34500
0011,本木コーポレーション株式会社,2005/08/12,10,900,2,0026,貴金属－－－－－－－－－－－－－－－－－－００２６,10,9760,97600
0011,本木コーポレーション株式会社,2005/08/12,10,900,3,0008,電池－－－－－－－－－－－－－－－－－－－０００８,5,610,3050
0002,㈱木田商店,2005/08/03,10,901,1,0079,果物－－－－－－－－－－－－－－－－－－－００７９,18,3280,59040
0002,㈱木田商店,2005/08/03,10,901,2,0073,パソコン本体－－－－－－－－－－－－－－－００７３,4,780,3120
0018,村本建設株式会社,2005/08/13,10,902,1,0037,米－－－－－－－－－－－－－－－－－－－－００３７,18,5850,105300
0018,村本建設株式会社,2005/08/13,10,902,2,0091,一般家電－－－－－－－－－－－－－－－－－００９１,7,5380,37660
0018,村本建設株式会社,2005/08/13,10,902,3,0088,魚－－－－－－－－－－－－－－－－－－－－００８８,9,6820,61380
0035,㈱本岡商事,2005/06/22,10,903,1,0025,ドリンク－－－－－－－－－－－－－－－－－００２５,2,3640,7280
0035,㈱本岡商事,2005/06/22,10,903,2,0040,パソコン本体－－－－－－－－－－－－－－－００４０,9,4730,42570
0006,㈱山野商店,2005/06/22,10,904,1,0031,パソコン周辺機器－－－－－－－－－－－－－００３１,1,5020,5020
0006,㈱山野商店,2005/06/22,10,904,2,0058,冷凍食品－－－－－－－－－－－－－－－－－００５８,20,9710,194200
0006,㈱山野商店,2005/06/22,10,904,3,0097,ゲーム機－－－－－－－－－－－－－－－－－００９７,2,8300,16600
0047,株式会社尾浦商事,2005/07/25,10,905,1,0072,一般衣類－－－－－－－－－－－－－－－－－００７２,7,7050,49350
0047,株式会社尾浦商事,2005/07/25,10,905,2,0076,ゲームソフト－－－－－－－－－－－－－－－００７６,3,9800,29400
0047,株式会社尾浦商事,2005/07/25,10,905,3,0067,一般衣類－－－－－－－－－－－－－－－－－００６７,1,3480,3480
0047,株式会社尾浦商事,2005/07/25,10,905,4,0010,貴金属－－－－－－－－－－－－－－－－－－００１０,17,580,9860
0031,㈱松内建設,2005/08/14,10,906,1,0048,ゲームソフト－－－－－－－－－－－－－－－００４８,16,9760,156160
0031,㈱松内建設,2005/08/14,10,906,2,0078,魚－－－－－－－－－－－－－－－－－－－－００７８,7,9640,67480
0044,㈱丸内コーポレーション,2005/07/28,10,907,1,0092,パン－－－－－－－－－－－－－－－－－－－００９２,1,8280,8280
0044,㈱丸内コーポレーション,2005/07/28,10,907,2,0083,電池－－－－－－－－－－－－－－－－－－－００８３,19,2350,44650
0044,㈱丸内コーポレーション,2005/07/28,10,907,3,0042,ゲーム機－－－－－－－－－－－－－－－－－００４２,20,9940,198800
0031,㈱松内建設,2005/08/22,10,908,1,0079,果物－－－－－－－－－－－－－－－－－－－００７９,8,3280,26240
0031,㈱松内建設,2005/08/22,10,908,2,0031,パソコン周辺機器－－－－－－－－－－－－－００３１,12,5020,60240
0031,㈱松内建設,2005/08/22,10,908,3,0024,電池－－－－－－－－－－－－－－－－－－－００２４,13,8370,108810
0010,㈱杉尾システム,2005/06/04,10,909,1,0068,カー用品－－－－－－－－－－－－－－－－－００６８,16,6820,109120
0007,村岡システム株式会社,2005/07/31,10,910,1,0043,家具－－－－－－－－－－－－－－－－－－－００４３,6,4200,25200
0007,村岡システム株式会社,2005/07/31,10,910,2,0053,電池－－－－－－－－－－－－－－－－－－－００５３,1,1010,1010
0036,㈱丸多商店,2005/08/21,10,911,1,0020,風邪薬－－－－－－－－－－－－－－－－－－００２０,5,2300,11500
0036,㈱丸多商店,2005/08/21,10,911,2,0016,一般衣類－－－－－－－－－－－－－－－－－００１６,15,5310,79650
0036,㈱丸多商店,2005/08/21,10,911,3,0046,スポーツ用品－－－－－－－－－－－－－－－００４６,19,3880,73720
0040,本内コーポレーション株式会社,2005/08/20,10,912,1,0015,風邪薬－－－－－－－－－－－－－－－－－－００１５,1,1820,1820
0040,本内コーポレーション株式会社,2005/08/20,10,912,2,0057,スポーツ用品－－－－－－－－－－－－－－－００５７,2,4020,8040
0040,本内コーポレーション株式会社,2005/08/20,10,912,3,0020,風邪薬－－－－－－－－－－－－－－－－－－００２０,1,2300,2300
0048,岡原コーポレーション株式会社,2005/06/27,10,913,1,0067,一般衣類－－－－－－－－－－－－－－－－－００６７,6,3480,20880
0048,岡原コーポレーション株式会社,2005/06/27,10,913,2,0066,風邪薬－－－－－－－－－－－－－－－－－－００６６,17,4950,84150
0048,岡原コーポレーション株式会社,2005/06/27,10,913,3,0041,電池－－－－－－－－－－－－－－－－－－－００４１,17,4430,75310
0048,岡原コーポレーション株式会社,2005/06/27,10,913,4,0001,スポーツ用品－－－－－－－－－－－－－－－０００１,3,8820,26460
0002,㈱木田商店,2005/08/23,10,914,1,0062,家具－－－－－－－－－－－－－－－－－－－００６２,2,2850,5700
0031,㈱松内建設,2005/06/28,10,915,1,0079,果物－－－－－－－－－－－－－－－－－－－００７９,11,3280,36080
0031,㈱松内建設,2005/06/28,10,915,2,0002,果物－－－－－－－－－－－－－－－－－－－０００２,8,3040,24320
0031,㈱松内建設,2005/06/28,10,915,3,0006,一般家電－－－－－－－－－－－－－－－－－０００６,5,6030,30150
0031,㈱松内建設,2005/06/28,10,915,4,0057,スポーツ用品－－－－－－－－－－－－－－－００５７,20,4020,80400
0017,株式会社丸中システム,2005/08/26,10,916,1,0049,発泡酒－－－－－－－－－－－－－－－－－－００４９,12,650,7800
0004,㈱中鈴商店,2005/07/16,10,917,1,0086,インスタントラーメン－－－－－－－－－－－００８６,11,10140,111540
0004,㈱中鈴商店,2005/07/16,10,917,2,0053,電池－－－－－－－－－－－－－－－－－－－００５３,10,1010,10100
0020,㈱木山建設,2005/08/06,10,918,1,0049,発泡酒－－－－－－－－－－－－－－－－－－００４９,13,650,8450
0048,岡原コーポレーション株式会社,2005/06/07,10,919,1,0057,スポーツ用品－－－－－－－－－－－－－－－００５７,15,4020,60300
0048,岡原コーポレーション株式会社,2005/06/07,10,919,2,0053,電池－－－－－－－－－－－－－－－－－－－００５３,4,1010,4040
0023,本木商事株式会社,2005/07/16,10,920,1,0055,パソコン本体－－－－－－－－－－－－－－－００５５,7,1940,13580
0023,本木商事株式会社,2005/07/16,10,920,2,0086,インスタントラーメン－－－－－－－－－－－００８６,7,10140,70980
0039,株式会社森本商店,2005/08/22,10,921,1,0020,風邪薬－－－－－－－－－－－－－－－－－－００２０,10,2300,23000
0016,株式会社本中システム,2005/07/01,10,922,1,0069,米－－－－－－－－－－－－－－－－－－－－００６９,9,5150,46350
0016,株式会社本中システム,2005/07/01,10,922,2,0090,消臭剤－－－－－－－－－－－－－－－－－－００９０,4,3650,14600
0026,㈱丸浦建設,2005/06/04,10,923,1,0040,パソコン本体－－－－－－－－－－－－－－－００４０,6,4730,28380
0026,㈱丸浦建設,2005/06/04,10,923,2,0030,ゲーム機－－－－－－－－－－－－－－－－－００３０,13,9230,119990
0033,㈱川吉コーポレーション,2005/07/12,10,924,1,0065,パン－－－－－－－－－－－－－－－－－－－００６５,8,2630,21040
0033,㈱川吉コーポレーション,2005/07/12,10,924,2,0002,果物－－－－－－－－－－－－－－－－－－－０００２,17,3040,51680
0028,杉吉商店株式会社,2005/07/28,10,925,1,0081,パソコンサプライ－－－－－－－－－－－－－００８１,4,4440,17760
0028,杉吉商店株式会社,2005/07/28,10,925,2,0024,電池－－－－－－－－－－－－－－－－－－－００２４,11,8370,92070
0028,杉吉商店株式会社,2005/07/28,10,925,3,0040,パソコン本体－－－－－－－－－－－－－－－００４０,20,4730,94600
0028,杉吉商店株式会社,2005/07/28,10,925,4,0045,米－－－－－－－－－－－－－－－－－－－－００４５,9,7260,65340
0020,㈱木山建設,2005/07/07,10,926,1,0036,一般家電－－－－－－－－－－－－－－－－－００３６,20,9150,183000
0020,㈱木山建設,2005/07/07,10,926,2,0048,ゲームソフト－－－－－－－－－－－－－－－００４８,11,9760,107360
0007,村岡システム株式会社,2005/08/14,10,927,1,0090,消臭剤－－－－－－－－－－－－－－－－－－００９０,7,3650,25550
0007,村岡システム株式会社,2005/08/14,10,927,2,0054,冷凍食品－－－－－－－－－－－－－－－－－００５４,15,9420,141300
