取引区分,伝票番号,行,取引日付,取引先コード,商品コード,数量,単価,金額,更新済
10,607,1,2005/06/29,0010,0083,11,2350,25850,
10,607,2,2005/06/29,0010,0035,11,2050,22550,
10,608,1,2005/07/30,0026,0012,4,2360,9440,
10,608,2,2005/07/30,0026,0016,18,5310,95580,
10,608,3,2005/07/30,0026,0005,4,4230,16920,
10,608,4,2005/07/30,0026,0097,4,8300,33200,
10,609,1,2005/06/29,0018,0025,1,3640,3640,
10,610,1,2005/08/06,0041,0018,19,7030,133570,
10,610,2,2005/08/06,0041,0008,14,610,8540,
10,611,1,2005/06/21,0018,0043,2,4200,8400,
10,611,2,2005/06/21,0018,0063,9,1420,12780,
10,612,1,2005/08/06,0026,0036,20,9150,183000,
10,613,1,2005/08/03,0042,0055,12,1940,23280,
10,613,2,2005/08/03,0042,0024,20,8370,167400,
10,613,3,2005/08/03,0042,0060,12,2970,35640,
10,614,1,2005/06/05,0022,0020,1,2300,2300,
10,614,2,2005/06/05,0022,0088,10,6820,68200,
10,614,3,2005/06/05,0022,0097,9,8300,74700,
10,614,4,2005/06/05,0022,0014,19,7100,134900,
10,615,1,2005/09/04,0018,0068,19,6820,129580,
10,615,2,2005/09/04,0018,0020,6,2300,13800,
10,615,3,2005/09/04,0018,0037,11,5850,64350,
10,615,4,2005/09/04,0018,0046,7,3880,27160,
10,616,1,2005/09/01,0047,0061,10,7120,71200,
10,616,2,2005/09/01,0047,0042,11,9940,109340,
10,617,1,2005/07/20,0044,0097,8,8300,66400,
10,617,2,2005/07/20,0044,0095,5,7850,39250,
10,617,3,2005/07/20,0044,0018,20,7030,140600,
10,618,1,2005/08/09,0028,0099,3,7590,22770,
10,618,2,2005/08/09,0028,0029,17,10010,170170,
10,618,3,2005/08/09,0028,0094,13,1330,17290,
10,619,1,2005/09/06,0023,0063,4,1420,5680,
10,619,2,2005/09/06,0023,0036,6,9150,54900,
10,620,1,2005/07/06,0004,0058,19,9710,184490,
10,620,2,2005/07/06,0004,0013,11,8420,92620,
10,620,3,2005/07/06,0004,0023,13,7170,93210,
10,621,1,2005/06/17,0001,0067,13,3480,45240,
10,622,1,2005/07/15,0046,0099,15,7590,113850,
10,622,2,2005/07/15,0046,0091,7,5380,37660,
10,622,3,2005/07/15,0046,0076,4,9800,39200,
10,623,1,2005/08/12,0045,0027,20,9240,184800,
10,624,1,2005/07/30,0048,0089,19,5650,107350,
10,625,1,2005/06/06,0033,0096,5,6250,31250,
10,625,2,2005/06/06,0033,0057,20,4020,80400,
10,625,3,2005/06/06,0033,0060,12,2970,35640,
10,625,4,2005/06/06,0033,0009,4,5300,21200,
10,626,1,2005/06/17,0045,0044,5,6500,32500,
10,626,2,2005/06/17,0045,0030,8,9230,73840,
10,627,1,2005/06/19,0036,0078,19,9640,183160,
10,627,2,2005/06/19,0036,0018,16,7030,112480,
10,627,3,2005/06/19,0036,0058,8,9710,77680,
10,627,4,2005/06/19,0036,0041,8,4430,35440,
10,628,1,2005/06/10,0001,0094,5,1330,6650,
10,628,2,2005/06/10,0001,0045,16,7260,116160,
10,629,1,2005/06/26,0005,0037,15,5850,87750,
10,629,2,2005/06/26,0005,0010,12,580,6960,
10,629,3,2005/06/26,0005,0060,13,2970,38610,
10,630,1,2005/06/04,0017,0051,12,2250,27000,
10,630,2,2005/06/04,0017,0009,10,5300,53000,
10,630,3,2005/06/04,0017,0019,2,9210,18420,
10,630,4,2005/06/04,0017,0032,3,4660,13980,
10,631,1,2005/07/29,0014,0025,1,3640,3640,
10,631,2,2005/07/29,0014,0076,8,9800,78400,
10,631,3,2005/07/29,0014,0007,15,4320,64800,
10,631,4,2005/07/29,0014,0028,18,1780,32040,
10,632,1,2005/07/22,0037,0074,13,9800,127400,
10,632,2,2005/07/22,0037,0070,20,8640,172800,
10,632,3,2005/07/22,0037,0070,3,8640,25920,
10,633,1,2005/06/29,0009,0024,13,8370,108810,
10,633,2,2005/06/29,0009,0025,19,3640,69160,
10,634,1,2005/08/15,0012,0069,8,5150,41200,
10,634,2,2005/08/15,0012,0072,6,7050,42300,
10,635,1,2005/08/11,0014,0048,17,9760,165920,
10,635,2,2005/08/11,0014,0096,10,6250,62500,
10,636,1,2005/08/14,0020,0021,5,2200,11000,
10,636,2,2005/08/14,0020,0028,1,1780,1780,
10,637,1,2005/07/21,0029,0092,10,8280,82800,
10,637,2,2005/07/21,0029,0009,8,5300,42400,
10,637,3,2005/07/21,0029,0006,16,6030,96480,
10,637,4,2005/07/21,0029,0025,19,3640,69160,
10,638,1,2005/08/08,0026,0083,12,2350,28200,
10,638,2,2005/08/08,0026,0020,10,2300,23000,
10,639,1,2005/06/20,0031,0068,2,6820,13640,
10,639,2,2005/06/20,0031,0061,5,7120,35600,
10,639,3,2005/06/20,0031,0051,5,2250,11250,
10,639,4,2005/06/20,0031,0042,4,9940,39760,
10,640,1,2005/08/03,0048,0017,17,9810,166770,
10,641,1,2005/06/23,0006,0017,3,9810,29430,
10,641,2,2005/06/23,0006,0096,18,6250,112500,
10,641,3,2005/06/23,0006,0051,9,2250,20250,
10,642,1,2005/07/15,0029,0051,9,2250,20250,
10,643,1,2005/06/06,0039,0044,8,6500,52000,
10,643,2,2005/06/06,0039,0075,20,5910,118200,
10,643,3,2005/06/06,0039,0068,20,6820,136400,
10,644,1,2005/07/19,0035,0023,3,7170,21510,
10,644,2,2005/07/19,0035,0058,18,9710,174780,
10,644,3,2005/07/19,0035,0074,14,9800,137200,
10,644,4,2005/07/19,0035,0020,18,2300,41400,
10,645,1,2005/07/11,0042,0060,20,2970,59400,
10,645,2,2005/07/11,0042,0093,13,2960,38480,
10,646,1,2005/06/18,0048,0052,11,3360,36960,
10,647,1,2005/07/04,0005,0091,3,5380,16140,
10,648,1,2005/06/12,0012,0075,12,5910,70920,
10,648,2,2005/06/12,0012,0005,19,4230,80370,
10,648,3,2005/06/12,0012,0084,4,4940,19760,
10,648,4,2005/06/12,0012,0092,13,8280,107640,
10,649,1,2005/06/23,0048,0035,5,2050,10250,
10,650,1,2005/07/20,0043,0020,9,2300,20700,
10,650,2,2005/07/20,0043,0094,1,1330,1330,
10,650,3,2005/07/20,0043,0018,1,7030,7030,
10,651,1,2005/08/02,0029,0034,6,400,2400,
10,652,1,2005/06/19,0035,0067,14,3480,48720,
10,653,1,2005/08/01,0035,0068,12,6820,81840,
10,653,2,2005/08/01,0035,0012,15,2360,35400,
10,653,3,2005/08/01,0035,0013,14,8420,117880,
10,654,1,2005/08/02,0047,0070,11,8640,95040,
10,654,2,2005/08/02,0047,0042,15,9940,149100,
10,654,3,2005/08/02,0047,0049,18,650,11700,
10,655,1,2005/07/24,0011,0097,13,8300,107900,
10,655,2,2005/07/24,0011,0022,5,9670,48350,
10,655,3,2005/07/24,0011,0041,3,4430,13290,
10,655,4,2005/07/24,0011,0042,14,9940,139160,
10,656,1,2005/07/02,0004,0058,15,9710,145650,
10,656,2,2005/07/02,0004,0058,6,9710,58260,
10,656,3,2005/07/02,0004,0092,8,8280,66240,
10,656,4,2005/07/02,0004,0085,2,8890,17780,
10,657,1,2005/06/12,0029,0009,7,5300,37100,
10,657,2,2005/06/12,0029,0040,17,4730,80410,
10,658,1,2005/07/23,0045,0074,17,9800,166600,
10,659,1,2005/06/30,0022,0011,19,680,12920,
10,659,2,2005/06/30,0022,0022,1,9670,9670,
10,660,1,2005/08/15,0028,0021,4,2200,8800,
10,660,2,2005/08/15,0028,0069,13,5150,66950,
10,660,3,2005/08/15,0028,0031,19,5020,95380,
10,660,4,2005/08/15,0028,0046,8,3880,31040,
10,661,1,2005/06/01,0004,0072,7,7050,49350,
10,661,2,2005/06/01,0004,0067,12,3480,41760,
10,661,3,2005/06/01,0004,0046,18,3880,69840,
10,662,1,2005/08/08,0023,0083,1,2350,2350,
10,662,2,2005/08/08,0023,0024,17,8370,142290,
10,663,1,2005/07/10,0046,0067,6,3480,20880,
10,664,1,2005/07/07,0044,0087,3,4030,12090,
10,664,2,2005/07/07,0044,0096,5,6250,31250,
10,664,3,2005/07/07,0044,0007,16,4320,69120,
10,665,1,2005/08/10,0027,0082,2,8130,16260,
10,666,1,2005/09/04,0015,0010,3,580,1740,
10,666,2,2005/09/04,0015,0035,18,2050,36900,
10,666,3,2005/09/04,0015,0021,5,2200,11000,
10,667,1,2005/06/08,0001,0056,15,7240,108600,
10,668,1,2005/06/27,0048,0009,8,5300,42400,
10,668,2,2005/06/27,0048,0019,9,9210,82890,
10,668,3,2005/06/27,0048,0083,10,2350,23500,
10,669,1,2005/07/15,0027,0092,4,8280,33120,
10,670,1,2005/06/22,0032,0068,4,6820,27280,
10,670,2,2005/06/22,0032,0055,1,1940,1940,
10,670,3,2005/06/22,0032,0034,17,400,6800,
10,670,4,2005/06/22,0032,0100,15,4790,71850,
10,671,1,2005/06/17,0033,0090,12,3650,43800,
10,671,2,2005/06/17,0033,0004,2,2180,4360,
10,671,3,2005/06/17,0033,0084,8,4940,39520,
10,671,4,2005/06/17,0033,0012,17,2360,40120,
10,672,1,2005/06/01,0050,0086,16,10140,162240,
10,673,1,2005/06/15,0018,0058,9,9710,87390,
10,673,2,2005/06/15,0018,0084,14,4940,69160,
10,673,3,2005/06/15,0018,0013,8,8420,67360,
10,673,4,2005/06/15,0018,0033,7,8770,61390,
10,674,1,2005/06/11,0043,0063,19,1420,26980,
10,674,2,2005/06/11,0043,0038,13,2450,31850,
10,674,3,2005/06/11,0043,0019,18,9210,165780,
10,674,4,2005/06/11,0043,0003,14,2330,32620,
10,675,1,2005/06/23,0015,0093,15,2960,44400,
10,675,2,2005/06/23,0015,0036,17,9150,155550,
10,676,1,2005/08/16,0039,0012,13,2360,30680,
10,676,2,2005/08/16,0039,0029,18,10010,180180,
10,676,3,2005/08/16,0039,0096,17,6250,106250,
10,676,4,2005/08/16,0039,0087,1,4030,4030,
10,677,1,2005/06/25,0014,0001,4,8820,35280,
10,677,2,2005/06/25,0014,0090,20,3650,73000,
10,677,3,2005/06/25,0014,0013,18,8420,151560,
10,677,4,2005/06/25,0014,0097,13,8300,107900,
10,678,1,2005/06/05,0002,0094,6,1330,7980,
10,678,2,2005/06/05,0002,0008,20,610,12200,
10,678,3,2005/06/05,0002,0006,12,6030,72360,
10,678,4,2005/06/05,0002,0028,1,1780,1780,
10,679,1,2005/07/01,0004,0031,19,5020,95380,
10,679,2,2005/07/01,0004,0100,7,4790,33530,
10,680,1,2005/07/28,0002,0027,19,9240,175560,
10,681,1,2005/07/29,0044,0009,19,5300,100700,
10,681,2,2005/07/29,0044,0096,14,6250,87500,
10,681,3,2005/07/29,0044,0065,7,2630,18410,
10,681,4,2005/07/29,0044,0063,3,1420,4260,
10,682,1,2005/06/02,0001,0046,5,3880,19400,
10,682,2,2005/06/02,0001,0014,18,7100,127800,
10,683,1,2005/08/21,0012,0036,20,9150,183000,
10,683,2,2005/08/21,0012,0024,1,8370,8370,
10,684,1,2005/06/08,0004,0096,10,6250,62500,
10,684,2,2005/06/08,0004,0051,5,2250,11250,
10,685,1,2005/08/03,0044,0092,3,8280,24840,
10,685,2,2005/08/03,0044,0010,17,580,9860,
10,686,1,2005/07/26,0031,0089,11,5650,62150,
10,686,2,2005/07/26,0031,0022,9,9670,87030,
10,686,3,2005/07/26,0031,0057,12,4020,48240,
10,687,1,2005/06/24,0019,0080,10,7460,74600,
10,687,2,2005/06/24,0019,0027,19,9240,175560,
10,687,3,2005/06/24,0019,0035,17,2050,34850,
10,687,4,2005/06/24,0019,0027,14,9240,129360,
10,688,1,2005/09/08,0020,0099,2,7590,15180,
10,688,2,2005/09/08,0020,0035,4,2050,8200,
10,689,1,2005/07/01,0041,0020,7,2300,16100,
10,689,2,2005/07/01,0041,0060,15,2970,44550,
10,690,1,2005/07/26,0039,0035,19,2050,38950,
10,690,2,2005/07/26,0039,0043,18,4200,75600,
10,690,3,2005/07/26,0039,0063,5,1420,7100,
10,690,4,2005/07/26,0039,0030,3,9230,27690,
10,691,1,2005/08/02,0024,0055,13,1940,25220,
10,691,2,2005/08/02,0024,0075,15,5910,88650,
10,692,1,2005/07/16,0008,0074,7,9800,68600,
10,692,2,2005/07/16,0008,0099,18,7590,136620,
10,692,3,2005/07/16,0008,0016,3,5310,15930,
10,693,1,2005/08/06,0046,0068,1,6820,6820,
10,694,1,2005/06/23,0019,0017,12,9810,117720,
10,694,2,2005/06/23,0019,0007,2,4320,8640,
10,695,1,2005/07/30,0031,0059,11,7920,87120,
10,695,2,2005/07/30,0031,0061,1,7120,7120,
10,696,1,2005/08/13,0035,0074,7,9800,68600,
10,696,2,2005/08/13,0035,0099,18,7590,136620,
10,696,3,2005/08/13,0035,0080,20,7460,149200,
10,697,1,2005/08/25,0010,0036,11,9150,100650,
10,697,2,2005/08/25,0010,0090,12,3650,43800,
10,698,1,2005/08/10,0035,0017,9,9810,88290,
10,698,2,2005/08/10,0035,0047,2,8740,17480,
10,698,3,2005/08/10,0035,0054,2,9420,18840,
10,698,4,2005/08/10,0035,0043,14,4200,58800,
10,699,1,2005/07/29,0032,0035,5,2050,10250,
10,700,1,2005/08/22,0016,0022,20,9670,193400,
10,701,1,2005/08/10,0039,0082,5,8130,40650,
10,702,1,2005/06/27,0040,0082,17,8130,138210,
10,702,2,2005/06/27,0040,0041,12,4430,53160,
10,702,3,2005/06/27,0040,0007,15,4320,64800,
10,702,4,2005/06/27,0040,0072,10,7050,70500,
10,703,1,2005/06/04,0050,0078,8,9640,77120,
10,703,2,2005/06/04,0050,0054,12,9420,113040,
10,703,3,2005/06/04,0050,0064,17,5200,88400,
10,703,4,2005/06/04,0050,0035,19,2050,38950,
10,704,1,2005/08/12,0039,0073,17,780,13260,
10,704,2,2005/08/12,0039,0007,19,4320,82080,
10,705,1,2005/09/02,0042,0025,13,3640,47320,
10,705,2,2005/09/02,0042,0098,7,3970,27790,
10,706,1,2005/07/01,0036,0043,19,4200,79800,
10,707,1,2005/07/26,0049,0005,1,4230,4230,
10,707,2,2005/07/26,0049,0009,16,5300,84800,
10,707,3,2005/07/26,0049,0041,18,4430,79740,
10,708,1,2005/06/03,0039,0011,7,680,4760,
10,708,2,2005/06/03,0039,0034,11,400,4400,
10,709,1,2005/08/18,0014,0005,2,4230,8460,
10,709,2,2005/08/18,0014,0092,12,8280,99360,
10,709,3,2005/08/18,0014,0029,11,10010,110110,
10,709,4,2005/08/18,0014,0022,18,9670,174060,
10,710,1,2005/06/05,0029,0003,12,2330,27960,
10,710,2,2005/06/05,0029,0021,6,2200,13200,
10,710,3,2005/06/05,0029,0007,18,4320,77760,
10,711,1,2005/06/15,0046,0042,1,9940,9940,
10,711,2,2005/06/15,0046,0021,12,2200,26400,
10,711,3,2005/06/15,0046,0074,17,9800,166600,
10,711,4,2005/06/15,0046,0055,6,1940,11640,
10,712,1,2005/08/11,0046,0087,16,4030,64480,
10,712,2,2005/08/11,0046,0065,20,2630,52600,
10,712,3,2005/08/11,0046,0012,12,2360,28320,
10,713,1,2005/06/02,0047,0068,20,6820,136400,
10,714,1,2005/07/10,0009,0020,16,2300,36800,
10,714,2,2005/07/10,0009,0011,4,680,2720,
10,714,3,2005/07/10,0009,0020,4,2300,9200,
10,714,4,2005/07/10,0009,0095,15,7850,117750,
10,715,1,2005/07/20,0029,0044,4,6500,26000,
10,716,1,2005/06/30,0048,0065,13,2630,34190,
10,717,1,2005/08/28,0038,0089,6,5650,33900,
10,717,2,2005/08/28,0038,0020,13,2300,29900,
10,717,3,2005/08/28,0038,0056,1,7240,7240,
10,718,1,2005/08/27,0048,0015,19,1820,34580,
10,718,2,2005/08/27,0048,0007,18,4320,77760,
10,718,3,2005/08/27,0048,0053,11,1010,11110,
10,719,1,2005/06/22,0038,0049,17,650,11050,
10,719,2,2005/06/22,0038,0055,1,1940,1940,
10,720,1,2005/06/03,0005,0056,18,7240,130320,
10,720,2,2005/06/03,0005,0053,7,1010,7070,
10,721,1,2005/08/06,0034,0060,8,2970,23760,
10,722,1,2005/07/08,0044,0028,6,1780,10680,
10,722,2,2005/07/08,0044,0058,10,9710,97100,
10,723,1,2005/06/22,0047,0004,3,2180,6540,
10,723,2,2005/06/22,0047,0064,5,5200,26000,
10,724,1,2005/07/27,0009,0063,11,1420,15620,
10,724,2,2005/07/27,0009,0023,3,7170,21510,
10,724,3,2005/07/27,0009,0066,20,4950,99000,
10,724,4,2005/07/27,0009,0040,4,4730,18920,
10,725,1,2005/06/09,0015,0015,5,1820,9100,
10,725,2,2005/06/09,0015,0099,13,7590,98670,
10,725,3,2005/06/09,0015,0024,7,8370,58590,
10,725,4,2005/06/09,0015,0010,13,580,7540,
10,726,1,2005/07/23,0043,0066,2,4950,9900,
10,726,2,2005/07/23,0043,0057,13,4020,52260,
10,727,1,2005/08/05,0008,0051,18,2250,40500,
10,727,2,2005/08/05,0008,0001,7,8820,61740,
10,728,1,2005/08/30,0022,0090,15,3650,54750,
10,728,2,2005/08/30,0022,0077,4,8350,33400,
10,729,1,2005/08/25,0043,0087,17,4030,68510,
10,729,2,2005/08/25,0043,0098,8,3970,31760,
10,729,3,2005/08/25,0043,0095,9,7850,70650,
10,730,1,2005/08/24,0045,0081,15,4440,66600,
10,730,2,2005/08/24,0045,0077,9,8350,75150,
10,731,1,2005/06/26,0003,0074,9,9800,88200,
10,731,2,2005/06/26,0003,0051,15,2250,33750,
10,731,3,2005/06/26,0003,0007,11,4320,47520,
10,731,4,2005/06/26,0003,0010,9,580,5220,
10,732,1,2005/08/03,0042,0095,20,7850,157000,
10,732,2,2005/08/03,0042,0035,10,2050,20500,
10,732,3,2005/08/03,0042,0047,10,8740,87400,
10,733,1,2005/06/01,0024,0066,17,4950,84150,
10,733,2,2005/06/01,0024,0010,17,580,9860,
10,733,3,2005/06/01,0024,0027,10,9240,92400,
10,733,4,2005/06/01,0024,0002,17,3040,51680,
10,734,1,2005/06/25,0047,0069,1,5150,5150,
10,734,2,2005/06/25,0047,0067,10,3480,34800,
10,734,3,2005/06/25,0047,0092,5,8280,41400,
10,735,1,2005/08/16,0026,0031,10,5020,50200,
10,736,1,2005/07/30,0011,0011,12,680,8160,
10,736,2,2005/07/30,0011,0018,13,7030,91390,
10,736,3,2005/07/30,0011,0080,8,7460,59680,
10,736,4,2005/07/30,0011,0036,11,9150,100650,
10,737,1,2005/09/09,0015,0007,18,4320,77760,
10,737,2,2005/09/09,0015,0035,3,2050,6150,
10,738,1,2005/08/01,0008,0076,15,9800,147000,
10,739,1,2005/06/03,0014,0060,11,2970,32670,
10,739,2,2005/06/03,0014,0057,20,4020,80400,
10,739,3,2005/06/03,0014,0014,19,7100,134900,
10,739,4,2005/06/03,0014,0052,17,3360,57120,
10,740,1,2005/08/18,0034,0056,20,7240,144800,
10,740,2,2005/08/18,0034,0024,12,8370,100440,
10,741,1,2005/06/18,0036,0080,19,7460,141740,
10,741,2,2005/06/18,0036,0035,2,2050,4100,
10,742,1,2005/07/30,0045,0045,9,7260,65340,
10,742,2,2005/07/30,0045,0091,9,5380,48420,
10,742,3,2005/07/30,0045,0055,18,1940,34920,
10,743,1,2005/08/04,0019,0066,2,4950,9900,
10,743,2,2005/08/04,0019,0079,3,3280,9840,
10,744,1,2005/07/01,0006,0056,14,7240,101360,
10,745,1,2005/07/11,0010,0100,12,4790,57480,
10,745,2,2005/07/11,0010,0037,16,5850,93600,
10,746,1,2005/06/06,0033,0010,13,580,7540,
10,746,2,2005/06/06,0033,0048,14,9760,136640,
10,746,3,2005/06/06,0033,0033,6,8770,52620,
10,746,4,2005/06/06,0033,0090,16,3650,58400,
10,747,1,2005/06/27,0006,0071,16,10050,160800,
10,747,2,2005/06/27,0006,0019,2,9210,18420,
10,747,3,2005/06/27,0006,0092,4,8280,33120,
10,748,1,2005/08/26,0016,0031,11,5020,55220,
10,748,2,2005/08/26,0016,0050,19,4750,90250,
10,748,3,2005/08/26,0016,0017,11,9810,107910,
10,748,4,2005/08/26,0016,0089,14,5650,79100,
10,749,1,2005/07/16,0023,0002,19,3040,57760,
10,750,1,2005/07/14,0007,0033,20,8770,175400,
10,750,2,2005/07/14,0007,0054,11,9420,103620,
10,750,3,2005/07/14,0007,0020,19,2300,43700,
10,751,1,2005/06/30,0037,0056,17,7240,123080,
10,751,2,2005/06/30,0037,0018,2,7030,14060,
10,752,1,2005/06/11,0036,0046,10,3880,38800,
10,753,1,2005/08/01,0041,0014,7,7100,49700,
10,753,2,2005/08/01,0041,0072,1,7050,7050,
10,753,3,2005/08/01,0041,0041,6,4430,26580,
10,754,1,2005/08/12,0034,0013,20,8420,168400,
10,754,2,2005/08/12,0034,0100,20,4790,95800,
10,754,3,2005/08/12,0034,0059,5,7920,39600,
10,754,4,2005/08/12,0034,0040,5,4730,23650,
10,755,1,2005/08/07,0032,0019,1,9210,9210,
10,755,2,2005/08/07,0032,0023,18,7170,129060,
10,755,3,2005/08/07,0032,0093,13,2960,38480,
10,756,1,2005/06/29,0026,0054,11,9420,103620,
10,756,2,2005/06/29,0026,0007,14,4320,60480,
10,756,3,2005/06/29,0026,0022,15,9670,145050,
10,756,4,2005/06/29,0026,0003,7,2330,16310,
10,757,1,2005/08/19,0027,0082,16,8130,130080,
10,757,2,2005/08/19,0027,0054,17,9420,160140,
10,758,1,2005/08/07,0042,0088,20,6820,136400,
10,758,2,2005/08/07,0042,0013,11,8420,92620,
10,758,3,2005/08/07,0042,0096,10,6250,62500,
10,759,1,2005/07/23,0036,0025,7,3640,25480,
10,759,2,2005/07/23,0036,0035,1,2050,2050,
10,759,3,2005/07/23,0036,0018,2,7030,14060,
10,760,1,2005/08/13,0010,0082,17,8130,138210,
10,761,1,2005/09/09,0030,0011,17,680,11560,
10,761,2,2005/09/09,0030,0022,6,9670,58020,
10,762,1,2005/08/02,0021,0007,7,4320,30240,
10,762,2,2005/08/02,0021,0067,20,3480,69600,
10,763,1,2005/09/04,0031,0084,2,4940,9880,
10,764,1,2005/07/01,0014,0004,10,2180,21800,
10,764,2,2005/07/01,0014,0055,16,1940,31040,
10,764,3,2005/07/01,0014,0095,2,7850,15700,
10,764,4,2005/07/01,0014,0017,3,9810,29430,
10,765,1,2005/07/13,0010,0064,2,5200,10400,
10,765,2,2005/07/13,0010,0012,8,2360,18880,
10,766,1,2005/09/07,0002,0024,15,8370,125550,
10,766,2,2005/09/07,0002,0005,20,4230,84600,
10,767,1,2005/08/22,0009,0004,11,2180,23980,
10,767,2,2005/08/22,0009,0067,9,3480,31320,
10,768,1,2005/08/05,0046,0010,18,580,10440,
10,768,2,2005/08/05,0046,0057,2,4020,8040,
10,768,3,2005/08/05,0046,0099,5,7590,37950,
10,768,4,2005/08/05,0046,0100,19,4790,91010,
10,769,1,2005/07/01,0048,0086,8,10140,81120,
10,769,2,2005/07/01,0048,0022,18,9670,174060,
10,769,3,2005/07/01,0048,0100,6,4790,28740,
10,769,4,2005/07/01,0048,0096,17,6250,106250,
10,770,1,2005/08/28,0030,0035,10,2050,20500,
10,771,1,2005/08/18,0047,0038,8,2450,19600,
10,771,2,2005/08/18,0047,0041,12,4430,53160,
10,771,3,2005/08/18,0047,0023,16,7170,114720,
10,772,1,2005/08/09,0032,0096,16,6250,100000,
10,772,2,2005/08/09,0032,0073,5,780,3900,
10,773,1,2005/08/15,0014,0066,5,4950,24750,
10,773,2,2005/08/15,0014,0006,9,6030,54270,
10,773,3,2005/08/15,0014,0018,5,7030,35150,
10,773,4,2005/08/15,0014,0051,16,2250,36000,
10,774,1,2005/07/06,0022,0028,17,1780,30260,
10,774,2,2005/07/06,0022,0036,10,9150,91500,
10,774,3,2005/07/06,0022,0023,8,7170,57360,
10,774,4,2005/07/06,0022,0077,5,8350,41750,
10,775,1,2005/06/27,0029,0005,6,4230,25380,
10,775,2,2005/06/27,0029,0037,13,5850,76050,
10,776,1,2005/07/20,0019,0003,7,2330,16310,
10,777,1,2005/06/12,0023,0029,1,10010,10010,
10,777,2,2005/06/12,0023,0043,5,4200,21000,
10,778,1,2005/06/21,0027,0040,7,4730,33110,
10,778,2,2005/06/21,0027,0066,2,4950,9900,
10,778,3,2005/06/21,0027,0043,17,4200,71400,
10,779,1,2005/07/30,0003,0079,1,3280,3280,
10,779,2,2005/07/30,0003,0095,3,7850,23550,
10,780,1,2005/06/12,0003,0082,20,8130,162600,
10,781,1,2005/09/09,0012,0025,18,3640,65520,
10,781,2,2005/09/09,0012,0063,10,1420,14200,
10,782,1,2005/07/28,0038,0057,4,4020,16080,
10,782,2,2005/07/28,0038,0067,18,3480,62640,
10,782,3,2005/07/28,0038,0025,8,3640,29120,
10,783,1,2005/07/22,0008,0013,7,8420,58940,
10,784,1,2005/08/24,0041,0093,6,2960,17760,
10,784,2,2005/08/24,0041,0035,1,2050,2050,
10,784,3,2005/08/24,0041,0046,8,3880,31040,
10,785,1,2005/06/28,0042,0069,6,5150,30900,
10,785,2,2005/06/28,0042,0021,16,2200,35200,
10,785,3,2005/06/28,0042,0061,11,7120,78320,
10,786,1,2005/07/27,0029,0050,13,4750,61750,
10,786,2,2005/07/27,0029,0072,15,7050,105750,
10,786,3,2005/07/27,0029,0076,15,9800,147000,
10,786,4,2005/07/27,0029,0088,20,6820,136400,
10,787,1,2005/06/13,0027,0013,2,8420,16840,
10,788,1,2005/08/09,0048,0031,1,5020,5020,
10,788,2,2005/08/09,0048,0003,5,2330,11650,
10,789,1,2005/08/19,0040,0033,16,8770,140320,
10,790,1,2005/07/07,0017,0017,19,9810,186390,
10,790,2,2005/07/07,0017,0056,14,7240,101360,
10,790,3,2005/07/07,0017,0031,13,5020,65260,
10,790,4,2005/07/07,0017,0021,10,2200,22000,
10,791,1,2005/08/12,0049,0042,7,9940,69580,
10,791,2,2005/08/12,0049,0021,3,2200,6600,
10,791,3,2005/08/12,0049,0033,17,8770,149090,
10,791,4,2005/08/12,0049,0036,3,9150,27450,
10,792,1,2005/06/29,0015,0031,6,5020,30120,
10,793,1,2005/06/15,0025,0008,5,610,3050,
10,793,2,2005/06/15,0025,0086,3,10140,30420,
10,793,3,2005/06/15,0025,0061,5,7120,35600,
10,793,4,2005/06/15,0025,0031,15,5020,75300,
10,794,1,2005/06/26,0015,0066,12,4950,59400,
10,794,2,2005/06/26,0015,0092,16,8280,132480,
10,795,1,2005/06/24,0021,0032,5,4660,23300,
10,796,1,2005/08/24,0044,0053,17,1010,17170,
10,796,2,2005/08/24,0044,0058,13,9710,126230,
10,797,1,2005/08/23,0041,0056,14,7240,101360,
10,798,1,2005/08/22,0048,0066,9,4950,44550,
10,798,2,2005/08/22,0048,0048,8,9760,78080,
10,798,3,2005/08/22,0048,0009,9,5300,47700,
10,798,4,2005/08/22,0048,0071,3,10050,30150,
10,799,1,2005/08/02,0024,0080,6,7460,44760,
10,800,1,2005/08/28,0042,0084,2,4940,9880,
10,800,2,2005/08/28,0042,0002,8,3040,24320,
10,800,3,2005/08/28,0042,0016,18,5310,95580,
10,800,4,2005/08/28,0042,0045,13,7260,94380,
10,801,1,2005/06/11,0017,0069,11,5150,56650,
10,801,2,2005/06/11,0017,0047,5,8740,43700,
10,802,1,2005/07/22,0023,0071,16,10050,160800,
10,802,2,2005/07/22,0023,0072,4,7050,28200,
10,802,3,2005/07/22,0023,0085,19,8890,168910,
10,803,1,2005/08/01,0024,0069,20,5150,103000,
10,804,1,2005/08/09,0036,0048,9,9760,87840,
10,804,2,2005/08/09,0036,0002,2,3040,6080,
10,805,1,2005/06/04,0023,0025,14,3640,50960,
10,806,1,2005/06/21,0003,0055,19,1940,36860,
10,806,2,2005/06/21,0003,0027,20,9240,184800,
10,806,3,2005/06/21,0003,0008,16,610,9760,
10,807,1,2005/08/08,0008,0028,1,1780,1780,
10,807,2,2005/08/08,0008,0095,4,7850,31400,
10,807,3,2005/08/08,0008,0006,14,6030,84420,
